"taxon","class","guild","max_length","presence","mobility","side","limit","method","lat1","lon1","site1","temp1","total1","lat2","lon2","site2","temp2","total2","lat","dLon","dTemp","pop_trend","ecoregion","dSST","i.ecoregion","i.dSST"
"Caranx lugubris","Actinopterygii","tropical",100,"rare","pelagic non-site attached","both","northern","abundance weighted quantiles",-15.48135,147.104529999998,"CS176",27.0213816689466,3,-13.8914000000002,146.553119999998,"CS155",27.5566621067031,11,-15.48135,-0.551410000000089,0.535280437756501,1.29928298413026,"Coral Sea",0.279244907692171,"Coral Sea",0.279244907692171
"Naso caesius","Actinopterygii","tropical",45.6,"rare","Demersal","both","northern","abundance weighted quantiles",-15.48135,147.104529999998,"CS176",27.0213816689466,4,-10.29918,144.521500000001,"CS190",27.5508481532148,8,-15.48135,-2.58302999999682,0.529466484268202,0.693147180559945,"Coral Sea",0.279244907692171,"Coral Sea",0.279244907692171
"Ogilbyina queenslandiae","Actinopterygii","tropical",15,"rare","benthic","both","northern","abundance weighted quantiles",-16.60383,145.968840000001,"GBR210",26.7593570451436,2,-19.0958199999999,148.283450000001,"GBR101",26.6390834473324,1.75,-16.60383,2.31460999999953,-0.120273597811199,-0.133531392624523,"Central and Southern Great Barrier Reef",-0.115550795593695,"Central and Southern Great Barrier Reef",-0.115550795593695
"Neocirrhites armatus","Actinopterygii","tropical",9,"rare","benthic","both","northern","abundance weighted quantiles",-16.9477699999999,149.18262,"CS10",26.815512995896,3.5,-16.9225100000001,150.011429999999,"CS16",27.0642544459644,2.35714285714286,-16.9477699999999,0.828809999999379,0.248741450068401,-0.395312736644146,"Coral Sea",0.288331053351609,"Coral Sea",0.288331053351609
"Aethaloperca rogaa","Actinopterygii","tropical",60,"rare","Demersal","east","southern","abundance weighted quantiles",-18.6608399999998,147.70284,"GBR161",26.5183720930233,1.5,-13.8871499999999,146.567330000001,"CS183",27.270902872777,1,-18.6608399999998,-1.13550999999813,0.752530779753702,-0.405465108108164,"Central and Southern Great Barrier Reef",0.29224350205185,"Central and Southern Great Barrier Reef",0.29224350205185
"Amphiprion clarkii","Actinopterygii","tropical",15,"common","Demersal","east","southern","abundance weighted quantiles",-18.6608399999998,147.70284,"GBR161",26.5183720930233,2.42857142857143,-21.4054,151.63843,"GBR266",25.263707250342,3.5,-18.6608399999998,3.93559000000025,-1.2546648426813,0.365459773494465,"Central and Southern Great Barrier Reef",0.29224350205185,"Central and Southern Great Barrier Reef",0.29224350205185
"Cirripectes filamentosus","Actinopterygii","tropical",9,"common","benthic","east","southern","abundance weighted quantiles",-18.6617299999999,147.723100000001,"GBR160",26.5193707250342,2.13636363636364,-21.45628,151.47352,"GBR267",25.2021477428181,1.66666666666667,-18.6617299999999,3.75041999999823,-1.3172229822161,-0.248279524585752,"Central and Southern Great Barrier Reef",0.293502051983506,"Central and Southern Great Barrier Reef",0.293502051983506
"Pomacentrus chrysurus","Actinopterygii","tropical",9,"rare","Demersal","east","southern","abundance weighted quantiles",-18.8173200000001,147.66621,"GBR157",26.2615595075239,43.6111111111111,-21.6236600000001,150.246330000001,"GBR109",25.5380164158687,6.66666666666667,-18.8173200000001,2.58012000000176,-0.723543091655198,-1.87819197500036,"Central and Southern Great Barrier Reef",0.440437756497904,"Central and Southern Great Barrier Reef",0.440437756497904
"Lethrinus olivaceus","Actinopterygii","tropical",100,"rare","Demersal","east","southern","abundance weighted quantiles",-19.2844100000002,152.211970000001,"CS2",26.2394117647059,1,-19.24287,152.355430000001,"CS219",26.543365253078,1.5,-19.2844100000002,0.143460000000005,0.303953488372102,0.405465108108164,"Coral Sea",0.0871016463127354,"Coral Sea",0.0871016463127354
"Siganus lineatus","Actinopterygii","tropical",43,"rare","Demersal","east","southern","abundance weighted quantiles",-19.7951699999998,149.078779999999,"GBR27",25.8692886456908,10,-20.92427,149.423900000001,"GBR127",25.8040082079343,5.7,-19.7951699999998,0.345120000001373,-0.0652804377565026,-0.562118918153541,"Central and Southern Great Barrier Reef",0.176079705480092,"Central and Southern Great Barrier Reef",0.176079705480092
"Ctenogobiops mitodes","Actinopterygii","tropical",7.6,"rare","benthic","east","southern","abundance weighted quantiles",-19.8083200000001,149.065819999999,"GBR76",25.8966757865937,5.5,-23.89878,152.41618,"GBR2",24.969220246238,5,-19.8083200000001,3.35036000000073,-0.927455540355702,-0.0953101798043249,"Central and Southern Great Barrier Reef",0.147089165864404,"Central and Southern Great Barrier Reef",0.147089165864404
"Dischistodus melanotus","Actinopterygii","tropical",16,"common","Demersal","east","southern","abundance weighted quantiles",-19.8083200000001,149.065819999999,"GBR76",25.8966757865937,5.8,-22.3748200000001,152.542880000001,"GBR94",25.3208572731418,19.0833333333333,-19.8083200000001,3.47706000000133,-0.575818513451864,1.19095743621387,"Central and Southern Great Barrier Reef",0.147089165864404,"Central and Southern Great Barrier Reef",0.147089165864404
"Cephalopholis cyanostigma","Actinopterygii","tropical",40,"common","Demersal","east","southern","abundance weighted quantiles",-19.8134900000004,149.136170000002,"GBR25",25.8564021887825,5.16666666666667,-21.8351700000002,152.32959,"GBR113",25.6382216142271,4.92424242424242,-19.8134900000004,3.19341999999759,-0.218180574555401,-0.0480572949537795,"Central and Southern Great Barrier Reef",0.331142132863054,"Central and Southern Great Barrier Reef",0.331142132863054
"Neopomacentrus azysron","Actinopterygii","tropical",7.5,"common","Demersal","east","southern","abundance weighted quantiles",-19.8134900000004,149.136170000002,"GBR25",25.8564021887825,377.5625,-23.5341000000003,151.749679999999,"GBR244",24.4148426812585,239.576923076923,-19.8134900000004,2.61350999999675,-1.441559507524,-0.454861570666297,"Central and Southern Great Barrier Reef",0.331142132863054,"Central and Southern Great Barrier Reef",0.331142132863054
"Caesio teres","Actinopterygii","tropical",40,"common","pelagic site attached","east","southern","abundance weighted quantiles",-20.0649400000002,148.923280000002,"GBR146",25.8101504787962,445,-16.5282499999999,145.993489999998,"GBR213",27.0934610123119,31.4,-20.0649400000002,-2.92979000000335,1.2833105335157,-2.65126638925203,"Central and Southern Great Barrier Reef",-0.0586976386541949,"Central and Southern Great Barrier Reef",-0.0586976386541949
"Cheilodipterus quinquelineatus","Actinopterygii","tropical",13,"common","pelagic site attached","east","southern","abundance weighted quantiles",-20.0649400000002,148.923280000002,"GBR146",25.8101504787962,38.9375,-21.40775,151.63504,"GBR271",25.263707250342,104.769230769231,-20.0649400000002,2.71175999999815,-0.546443228454198,0.989802332700249,"Central and Southern Great Barrier Reef",-0.0586976386541949,"Central and Southern Great Barrier Reef",-0.0586976386541949
"Siganus puellus","Actinopterygii","tropical",38,"rare","Demersal","east","southern","abundance weighted quantiles",-20.1552599999997,149.035709999998,"GBR142",25.7424076607387,2.33333333333333,-21.7923799999999,151.880920000001,"GBR112",25.708755129959,2.5,-20.1552599999997,2.84521000000305,-0.0336525307797011,0.0689928714869514,"Central and Southern Great Barrier Reef",-0.241527199697231,"Central and Southern Great Barrier Reef",-0.241527199697231
"Lethrinus obsoletus","Actinopterygii","tropical",60,"rare","Demersal","east","southern","abundance weighted quantiles",-23.18833,150.934509999999,"GBR254",24.1951573187415,6.3,-30.0176500000011,153.2692,"SI6",22.2616689466484,31,-23.18833,2.33469000000039,-1.9334883720931,1.59343757108766,"Central and Southern Great Barrier Reef",0.0240492476060012,"Central and Southern Great Barrier Reef",0.0240492476060012
"Cheilinus oxycephalus","Actinopterygii","tropical",17,"rare","Demersal","east","southern","abundance weighted quantiles",-23.2403700000002,155.557009999999,"CS23",24.6191928864569,1.5,-23.187375168195,150.980864525992,"GBR255",24.5187688098495,112,-23.2403700000002,-4.57614547400735,-0.1004240766074,4.31303376318693,"Coral Sea",0.682038303693517,"Coral Sea",0.682038303693517
"Naso lituratus","Actinopterygii","tropical",46,"common","Demersal","east","southern","abundance weighted quantiles",-23.2403700000002,155.557009999999,"CS23",24.6191928864569,1.85,-23.1777999999999,151.915429999998,"GBR257",24.7195485636115,1.83333333333333,-23.2403700000002,-3.64158000000123,0.100355677154599,-0.00904983551991804,"Coral Sea",0.682038303693517,"Coral Sea",0.682038303693517
"Chromileptes altivelis","Actinopterygii","tropical",70,"rare","Demersal","east","southern","abundance weighted quantiles",-23.2465899999998,151.773090000002,"GBR16",24.6329548563611,1.33333333333333,-23.2437100000001,151.775680000002,"GBR17",24.6382900136799,1,-23.2465899999998,0.00259000000053788,0.0053351573188003,-0.287682072451781,"Central and Southern Great Barrier Reef",0.122682987163749,"Central and Southern Great Barrier Reef",0.122682987163749
"Chrysiptera rollandi","Actinopterygii","tropical",7.5,"common","Demersal","east","southern","abundance weighted quantiles",-23.2465899999998,151.773090000002,"GBR16",24.6329548563611,98.7916666666667,-21.7923799999999,151.880920000001,"GBR112",25.708755129959,55.7083333333333,-23.2465899999998,0.107829999999439,1.0758002735979,-0.572883508963462,"Central and Southern Great Barrier Reef",0.122682987163749,"Central and Southern Great Barrier Reef",0.122682987163749
"Fromia indica","Asteroidea","tropical",7,"common","benthic","east","southern","abundance weighted quantiles",-23.5341000000003,151.749679999999,"GBR244",24.4463748290014,1.73913043478261,-23.4983499999999,151.774699999999,"GBR248",24.6680027359781,2.33333333333333,-23.5341000000003,0.0250200000006657,0.2216279069767,0.293912622202417,"Central and Southern Great Barrier Reef",0.0782606703144282,"Central and Southern Great Barrier Reef",0.0782606703144282
"Amblyglyphidodon curacao","Actinopterygii","tropical",11,"common","Demersal","east","southern","abundance weighted quantiles",-23.89878,152.41618,"GBR2",24.8693433652531,95.2307692307692,-23.89878,152.41618,"GBR2",24.969220246238,129.25,-23.89878,0,0.0998768809848976,0.305445417605534,"Central and Southern Great Barrier Reef",0.099876880984997,"Central and Southern Great Barrier Reef",0.099876880984997
"Halichoeres prosopeion","Actinopterygii","tropical",13,"common","Demersal","east","southern","abundance weighted quantiles",-23.89878,152.41618,"GBR2",24.8693433652531,3.5,-21.2131399999999,152.23688,"GBR274",25.6739945280438,1.3125,-23.89878,-0.179299999999813,0.804651162790698,-0.980829253011726,"Central and Southern Great Barrier Reef",0.099876880984997,"Central and Southern Great Barrier Reef",0.099876880984997
"Chromis weberi","Actinopterygii","tropical",13.5,"common","Demersal","east","southern","abundance weighted quantiles",-23.8992899999999,152.393609999999,"GBR3",24.8077291381669,2.66666666666667,-22.1854000000002,155.361650000001,"CS36",25.112243502052,15.25,-23.8992899999999,2.96804000000145,0.304514363885101,1.74375025004169,"Central and Southern Great Barrier Reef",0.100136798905623,"Central and Southern Great Barrier Reef",0.100136798905623
"Chaetodon unimaculatus","Actinopterygii","tropical",20,"common","Demersal","east","southern","abundance weighted quantiles",-29.9319200000001,159.061549999999,"EMR20",22.0607250341997,2.2,-29.9110000000001,159.0691,"EMR24",22.4785088919289,1.44444444444444,-29.9319200000001,0.00755000000054906,0.417783857729201,-0.420732580238953,"Lord Howe and Norfolk Islands",0.418276333789354,"Lord Howe and Norfolk Islands",0.418276333789354
"Dascyllus aruanus","Actinopterygii","tropical",10,"common","Demersal","east","southern","abundance weighted quantiles",-29.9319200000001,159.061549999999,"EMR20",22.0607250341997,53.3333333333333,-29.9424899999999,159.0847,"EMR42",22.4779480164159,133.6875,-29.9319200000001,0.0231500000005838,0.417222982216202,0.918943460276907,"Lord Howe and Norfolk Islands",0.418276333789354,"Lord Howe and Norfolk Islands",0.418276333789354
"Acanthistius cinctus","Actinopterygii","temperate",50,"rare","Demersal","east","northern","abundance weighted quantiles",-31.4974699999999,159.067669999997,"LHI18",21.9167441860465,1.16888888888889,-31.4993499999991,159.064940000001,"LHI9",21.8356634746922,1.48484848484848,-31.4974699999999,-0.00272999999555168,-0.0810807113543,0.239259106670802,"Lord Howe and Norfolk Islands",0.0822970871867668,"Lord Howe and Norfolk Islands",0.0822970871867668
"Limnichthys fasciatus","Actinopterygii","temperate",5,"common","benthic","east","northern","abundance weighted quantiles",-31.4974699999999,159.067669999997,"LHI18",21.3954035567715,72.9351851851852,-31.5129299999992,159.042799999997,"LHI28",21.8820930232558,52.1818181818182,-31.4974699999999,-0.0248699999998792,0.486689466484297,-0.334837049057909,"Lord Howe and Norfolk Islands",0.0822970871867668,"Lord Howe and Norfolk Islands",0.0822970871867668
"Notocirrhitus splendens","Actinopterygii","temperate",20,"common","benthic","east","northern","abundance weighted quantiles",-31.4974699999999,159.067669999997,"LHI18",21.8015102599179,2.63524659863946,-29.12785,167.946683,"NI16",21.4291108071135,1.4,-31.4974699999999,8.87901300000325,-0.372399452804441,-0.632504526814658,"Lord Howe and Norfolk Islands",0.0822970871867668,"Lord Howe and Norfolk Islands",0.0822970871867668
"Notolabrus inscriptus","Actinopterygii","temperate",50,"common","Demersal","east","northern","abundance weighted quantiles",-31.4974699999999,159.067669999997,"LHI18",21.6505909712722,1.68517015392015,-29.047977,167.98779,"NI17",21.4446648426813,1.5,-31.4974699999999,8.92012000000287,-0.205926128590921,-0.116401432152854,"Lord Howe and Norfolk Islands",0.0822970871867668,"Lord Howe and Norfolk Islands",0.0822970871867668
"Turbo cepoides","Gastropoda","temperate",10,"common","benthic","east","northern","abundance weighted quantiles",-31.4974699999999,159.067669999997,"LHI18",21.7368718650251,4.04145424468005,-29.47728,159.121599999999,"EMR35",22.5764979480164,1.28571428571429,-31.4974699999999,0.053930000002623,0.83962608299132,-1.145290160476,"Lord Howe and Norfolk Islands",0.0822970871867668,"Lord Howe and Norfolk Islands",0.0822970871867668
"Halichoeres margaritaceus","Actinopterygii","tropical",12.5,"rare","Demersal","east","southern","abundance weighted quantiles",-31.4974699999999,159.067669999997,"LHI18",21.9167441860465,6.33333333333333,-20.0731099999998,148.929690000001,"GBR145",26.215731874145,15.8095238095238,-31.4974699999999,-10.1379799999958,4.2989876880985,0.914785840694735,"Lord Howe and Norfolk Islands",0.0822970871867668,"Lord Howe and Norfolk Islands",0.0822970871867668
"Hologymnosus annulatus","Actinopterygii","tropical",40,"common","Demersal","east","southern","abundance weighted quantiles",-31.4974699999999,159.067669999997,"LHI18",21.8933789329686,1,-30.2022800000003,153.265810000002,"SI7",22.6799726402189,2,-31.4974699999999,-5.80185999999475,0.786593707250347,0.693147180559945,"Lord Howe and Norfolk Islands",0.0822970871867668,"Lord Howe and Norfolk Islands",0.0822970871867668
"Hologymnosus doliatus","Actinopterygii","tropical",50,"rare","Demersal","east","southern","abundance weighted quantiles",-31.4974699999999,159.067669999997,"LHI18",21.9167441860465,1,-30.24208,153.179979999999,"SI9",22.3112175102599,1.33333333333333,-31.4974699999999,-5.88768999999832,0.394473324213401,0.287682072451781,"Lord Howe and Norfolk Islands",0.0822970871867668,"Lord Howe and Norfolk Islands",0.0822970871867668
